2025-01-06 16:34:04 | Loading data...
2025-01-06 16:34:04 | Building gru model...
2025-01-06 16:34:04 | Model parameters: 20,657,429
2025-01-06 16:34:05 | Using default tokenizer.
2025-01-06 16:34:05 | Starting training...
2025-01-06 16:39:19 | 
Epoch 1/20
2025-01-06 16:39:19 | LR: 5.20e-04
2025-01-06 16:39:19 | Train Loss: 2.6921
2025-01-06 16:39:19 | Val Loss: 2.0297
2025-01-06 16:39:19 | BLEU-4 smooth: 0.1815
2025-01-06 16:39:19 | BLEU-4 non-smooth: 0.1104
2025-01-06 16:39:19 | Sentence BLEU: 0.1841
2025-01-06 16:39:19 | METEOR: 0.3818
2025-01-06 16:39:19 | ROUGE-1: 0.3030
2025-01-06 16:39:19 | ROUGE-2: 0.1768
2025-01-06 16:39:19 | ROUGE-L: 0.2662
2025-01-06 16:43:38 | 
Epoch 2/20
2025-01-06 16:43:38 | LR: 1.00e-03
2025-01-06 16:43:38 | Train Loss: 1.9572
2025-01-06 16:43:38 | Val Loss: 1.9600
2025-01-06 16:43:38 | BLEU-4 smooth: 0.1942
2025-01-06 16:43:38 | BLEU-4 non-smooth: 0.1233
2025-01-06 16:43:38 | Sentence BLEU: 0.1974
2025-01-06 16:43:38 | METEOR: 0.4050
2025-01-06 16:43:38 | ROUGE-1: 0.3233
2025-01-06 16:43:38 | ROUGE-2: 0.1968
2025-01-06 16:43:38 | ROUGE-L: 0.2844
2025-01-06 16:47:58 | 
Epoch 3/20
2025-01-06 16:47:58 | LR: 5.19e-04
2025-01-06 16:47:58 | Train Loss: 1.7360
2025-01-06 16:47:58 | Val Loss: 1.8474
2025-01-06 16:47:58 | BLEU-4 smooth: 0.2187
2025-01-06 16:47:58 | BLEU-4 non-smooth: 0.1438
2025-01-06 16:47:58 | Sentence BLEU: 0.2184
2025-01-06 16:47:58 | METEOR: 0.4460
2025-01-06 16:47:58 | ROUGE-1: 0.3519
2025-01-06 16:47:58 | ROUGE-2: 0.2266
2025-01-06 16:47:58 | ROUGE-L: 0.3088
2025-01-06 16:52:20 | 
Epoch 4/20
2025-01-06 16:52:20 | LR: 4.00e-05
2025-01-06 16:52:20 | Train Loss: 1.1861
2025-01-06 16:52:20 | Val Loss: 1.7743
2025-01-06 16:52:20 | BLEU-4 smooth: 0.2274
2025-01-06 16:52:20 | BLEU-4 non-smooth: 0.1577
2025-01-06 16:52:20 | Sentence BLEU: 0.2327
2025-01-06 16:52:20 | METEOR: 0.4729
2025-01-06 16:52:20 | ROUGE-1: 0.3704
2025-01-06 16:52:20 | ROUGE-2: 0.2445
2025-01-06 16:52:20 | ROUGE-L: 0.3263
2025-01-06 16:56:41 | 
Epoch 5/20
2025-01-06 16:56:41 | LR: 3.96e-05
2025-01-06 16:56:41 | Train Loss: 0.8488
2025-01-06 16:56:41 | Val Loss: 1.7929
2025-01-06 16:56:41 | BLEU-4 smooth: 0.2283
2025-01-06 16:56:41 | BLEU-4 non-smooth: 0.1586
2025-01-06 16:56:41 | Sentence BLEU: 0.2337
2025-01-06 16:56:41 | METEOR: 0.4757
2025-01-06 16:56:41 | ROUGE-1: 0.3717
2025-01-06 16:56:41 | ROUGE-2: 0.2465
2025-01-06 16:56:41 | ROUGE-L: 0.3276
2025-01-06 17:01:01 | 
Epoch 6/20
2025-01-06 17:01:01 | LR: 3.85e-05
2025-01-06 17:01:01 | Train Loss: 0.7825
2025-01-06 17:01:01 | Val Loss: 1.8087
2025-01-06 17:01:01 | BLEU-4 smooth: 0.2266
2025-01-06 17:01:01 | BLEU-4 non-smooth: 0.1569
2025-01-06 17:01:01 | Sentence BLEU: 0.2318
2025-01-06 17:01:01 | METEOR: 0.4717
2025-01-06 17:01:01 | ROUGE-1: 0.3697
2025-01-06 17:01:01 | ROUGE-2: 0.2445
2025-01-06 17:01:01 | ROUGE-L: 0.3254
2025-01-06 17:05:40 | 
Epoch 7/20
2025-01-06 17:05:40 | LR: 3.66e-05
2025-01-06 17:05:40 | Train Loss: 0.7251
2025-01-06 17:05:40 | Val Loss: 1.8231
2025-01-06 17:05:40 | BLEU-4 smooth: 0.2264
2025-01-06 17:05:40 | BLEU-4 non-smooth: 0.1566
2025-01-06 17:05:40 | Sentence BLEU: 0.2316
2025-01-06 17:05:40 | METEOR: 0.4725
2025-01-06 17:05:40 | ROUGE-1: 0.3702
2025-01-06 17:05:40 | ROUGE-2: 0.2443
2025-01-06 17:05:40 | ROUGE-L: 0.3266
2025-01-06 17:10:39 | 
Epoch 8/20
2025-01-06 17:10:39 | LR: 3.41e-05
2025-01-06 17:10:39 | Train Loss: 0.6730
2025-01-06 17:10:39 | Val Loss: 1.8383
2025-01-06 17:10:39 | BLEU-4 smooth: 0.2257
2025-01-06 17:10:39 | BLEU-4 non-smooth: 0.1559
2025-01-06 17:10:39 | Sentence BLEU: 0.2308
2025-01-06 17:10:39 | METEOR: 0.4717
2025-01-06 17:10:39 | ROUGE-1: 0.3692
2025-01-06 17:10:39 | ROUGE-2: 0.2432
2025-01-06 17:10:39 | ROUGE-L: 0.3251
2025-01-06 17:10:39 | 
Early stopping triggered after 8 epochs
2025-01-06 17:10:39 | Training
2025-01-06 17:10:39 | Best model saved to outputs\models\gru_best.pt
