2025-01-06 15:19:31 | Loading data...
2025-01-06 15:19:31 | Building rnn model...
2025-01-06 15:19:31 | Model parameters: 3,171,604
2025-01-06 15:19:32 | Using default tokenizer.
2025-01-06 15:19:32 | Starting training...
2025-01-06 15:20:25 | 
Epoch 1/20
2025-01-06 15:20:25 | LR: 5.20e-04
2025-01-06 15:20:25 | Train Loss: 3.0432
2025-01-06 15:20:25 | Val Loss: 2.1879
2025-01-06 15:20:25 | BLEU-4 smooth: 0.1037
2025-01-06 15:20:25 | BLEU-4 non-smooth: 0.0335
2025-01-06 15:20:25 | Sentence BLEU: 0.1051
2025-01-06 15:20:25 | METEOR: 0.1481
2025-01-06 15:20:25 | ROUGE-1: 0.1467
2025-01-06 15:20:25 | ROUGE-2: 0.0520
2025-01-06 15:20:25 | ROUGE-L: 0.1244
2025-01-06 15:21:15 | 
Epoch 2/20
2025-01-06 15:21:15 | LR: 1.00e-03
2025-01-06 15:21:15 | Train Loss: 2.1410
2025-01-06 15:21:15 | Val Loss: 2.1178
2025-01-06 15:21:15 | BLEU-4 smooth: 0.1368
2025-01-06 15:21:15 | BLEU-4 non-smooth: 0.0594
2025-01-06 15:21:15 | Sentence BLEU: 0.1319
2025-01-06 15:21:15 | METEOR: 0.2339
2025-01-06 15:21:15 | ROUGE-1: 0.2127
2025-01-06 15:21:15 | ROUGE-2: 0.0950
2025-01-06 15:21:15 | ROUGE-L: 0.1796
2025-01-06 15:22:06 | 
Epoch 3/20
2025-01-06 15:22:06 | LR: 5.19e-04
2025-01-06 15:22:06 | Train Loss: 1.9909
2025-01-06 15:22:06 | Val Loss: 2.0093
2025-01-06 15:22:06 | BLEU-4 smooth: 0.1386
2025-01-06 15:22:06 | BLEU-4 non-smooth: 0.0610
2025-01-06 15:22:06 | Sentence BLEU: 0.1340
2025-01-06 15:22:06 | METEOR: 0.2474
2025-01-06 15:22:06 | ROUGE-1: 0.2228
2025-01-06 15:22:06 | ROUGE-2: 0.0984
2025-01-06 15:22:06 | ROUGE-L: 0.1900
2025-01-06 15:22:56 | 
Epoch 4/20
2025-01-06 15:22:56 | LR: 4.00e-05
2025-01-06 15:22:56 | Train Loss: 1.7424
2025-01-06 15:22:56 | Val Loss: 1.9386
2025-01-06 15:22:56 | BLEU-4 smooth: 0.0965
2025-01-06 15:22:56 | BLEU-4 non-smooth: 0.0239
2025-01-06 15:22:56 | Sentence BLEU: 0.0990
2025-01-06 15:22:56 | METEOR: 0.1404
2025-01-06 15:22:56 | ROUGE-1: 0.1581
2025-01-06 15:22:56 | ROUGE-2: 0.0418
2025-01-06 15:22:56 | ROUGE-L: 0.1335
2025-01-06 15:23:48 | 
Epoch 5/20
2025-01-06 15:23:48 | LR: 3.96e-05
2025-01-06 15:23:48 | Train Loss: 1.6190
2025-01-06 15:23:48 | Val Loss: 1.9348
2025-01-06 15:23:48 | BLEU-4 smooth: 0.1264
2025-01-06 15:23:48 | BLEU-4 non-smooth: 0.0559
2025-01-06 15:23:48 | Sentence BLEU: 0.1270
2025-01-06 15:23:48 | METEOR: 0.2057
2025-01-06 15:23:48 | ROUGE-1: 0.1835
2025-01-06 15:23:48 | ROUGE-2: 0.0883
2025-01-06 15:23:48 | ROUGE-L: 0.1591
2025-01-06 15:24:40 | 
Epoch 6/20
2025-01-06 15:24:40 | LR: 3.85e-05
2025-01-06 15:24:40 | Train Loss: 1.6029
2025-01-06 15:24:40 | Val Loss: 1.9339
2025-01-06 15:24:40 | BLEU-4 smooth: 0.1262
2025-01-06 15:24:40 | BLEU-4 non-smooth: 0.0556
2025-01-06 15:24:40 | Sentence BLEU: 0.1268
2025-01-06 15:24:40 | METEOR: 0.2052
2025-01-06 15:24:40 | ROUGE-1: 0.1842
2025-01-06 15:24:40 | ROUGE-2: 0.0877
2025-01-06 15:24:40 | ROUGE-L: 0.1591
2025-01-06 15:24:40 | 
Early stopping triggered after 6 epochs
2025-01-06 15:24:40 | Best model saved to outputs\models\rnn_best.pt
